bn_words_of_interest,frequency_count
ওয়াসওয়াসা,2
ওয়াফাতের,2
"পরাজয়,",2
রুবায়’ই,2
‘ওয়ামা,2
যায়নাব।,2
সাইয়্যাদই,2
আইয়ূব-এর,2
শোনায়,2
জানায়িয,2
"কায়সার,",2
বুদায়লের,2
লাগিয়েছি।,2
খিয়ানাতকারীরূপে,2
"হওয়া],",2
"মুসায়্যিব,",2
(সিরিয়াবাসী),2
হয়নি।”,2
ওয়াস্ক,2
(খাওয়ার,2
আইয়ুহাল,2
জুওয়ায়রিয়া,2
বর্ণনানুযায়ী,2
বাড়িয়েও,2
পাঠীয়ে,2
আয়াত?,2
দয়ালূ,2
মাদিনাহ্‌য়,2
মেয়েদেরকেও,2
বর্ণিতঃইয়ারমুক,2
প্রায়।,2
দুলিয়ে,2
দাঁড়িয়েছিল।,2
মোতায়েন,2
’উবায়দুল্লাহ,2
আয়াতাংশের,2
‘আয়িশাহর,2
দায়িত্ব।”,2
(বিনিময়ে,2
উমাইয়াহ্‌র,2
আইয়ুব!,2
ছায়াযুক্ত,2
সাবায়ী,2
দিয়েছেনএখনো,2
খাওয়াই,2
নমনীয়,2
যিয়ারতর,2
"লায়স,",2
নয়।(আধুনিক,2
গোপনীয়তা,2
জুরায়রী,2
শায়তান,2
আঁকড়িয়ে,2
উসিলায়,2
(হাদিয়া,2
পরিভাষায়,2
নয়৷,2
হওয়া।’এখনো,2
বায়’আতের,2
সফ্‌ওয়ান!,2
"হয়ত,",2
তত্ত্বাবধায়ক।,2
ডানে-বায়ে,2
সুলায়ম-এর,2
যায়য়্যাত,2
আল-মায়িদাহ্,2
(পাওয়া,2
প্রায়শ্চিত্ত,2
দেয়ালটির,2
ওয়ার্যুক্নী।”,2
ইয়াসাফ,2
'উরওয়াহ্‌,2
জিয্‌য়াহ,2
যিয়ারাহ্,2
রয়েছে।আবূ,2
ফয়সালার,2
তুওয়াইত,2
ইয়ান্‌ফা‘উ,2
(উমাইয়্যা,2
অশ্লীলতায়,2
খাওয়াও।(আধুনিক,2
ওয়ারাকাকে,2
চোয়ালটা,2
আকর্ষণীয়।,2
সময়কেও,2
সায়াদ,2
ব্যবসায়-বাণিজ্যে,2
গামলায়,2
হুজরায়),2
ওয়াকেবহাল।,2
বয়োঃপ্রাপ্ত,2
ওয়ারিসের,2
"রাস্তায়,",2
আলাপচারিতায়,2
ইয়াইতা,2
"পানীয়,",2
"বেরিয়েছিল,",2
নিয়মই,2
গোমায়ম,2
পাওয়া।,2
"ইয়াসার,",2
বালুকাময়,2
"আদায়ের,",2
দেয়া।(আধুনিক,2
এখতিয়ার,2
আছিয়া,2
বিজয়লাভ,2
(ময়দান,2
বালিকাদ্বয়কে,2
ওয়াজহী,2
আয়ির,2
"যুল-হুলায়ফা,",2
উড়িয়ো,2
"লিহ্‌ইয়ান,",2
টাকওয়ালার,2
খাওয়ানোতে,2
আজওয়াহ,2
‘আবায়াহ্‌,2
ওয়ায-নাসীহাত,2
"ইয়ামানীদের,",2
চিলেকোঠায়,2
(আয়াত),2
সায়ফ্‌,2
আহওয়ায,2
সংশয়ের,2
থাকায়),2
নিয়েছিলেন।এখনো,2
গ-শিয়াহ্‌”,2
শান্তিময়,2
হুযায়ফাহ্‌,2
যাওয়া-আসা,2
বর্ণিতঃকতিপয়,2
(বিষয়টি),2
দিয়েছি?”,2
(শাও্‌ওয়ালের,2
খাওয়ার),2
আদায়যোগ্য,2
চেয়ার,2
চেয়েছিলাম;,2
আইয়াশ,2
হ্যাঁকিয়ে,2
পয়গম্বর,2
(দুনিয়ার,2
নয়’,2
(হালুয়া),2
পিটিয়েছে,2
(উভয়েই,2
"‘উরওয়াহ,",2
"কথায়,",2
কলেরায়,2
খতিয়ে,2
ফুঁপিয়ে,2
(‘আমালনামায়),2
‘উশায়র।,2
রেওয়ায়ত,2
নায়িলাহ্।,2
(বায়‘আত,2
দিহ্‌ইয়াকে,2
ঠোঁটদ্বয়,2
সফীয়্যাহ্‌র,2
মহীয়ান,2
ইস্তিঞ্জায়,2
"হয়।
‘আয়িশা",2
ঘোড়-সওয়ার,2
ঢেউয়ে,2
(মিসওয়ার,2
ওয়াজ্‘আলনী,2
"হয়েছ,",2
কায়িফ,2
তৃতীয়তঃ,2
গোত্রীয়।,2
“ওয়াল্‌,2
জানিয়েছিলেন,2
আও্ওয়ালু,2
আত্মীয়কে,2
দাঁড়িয়েছিলেন।এখনো,2
শুইয়ে,2
ইয়ালীল,2
ইয়া’জূজ-মা’জূজ,2
দ্বিতীয়টা,2
“ওয়াহী,2
ফিত্নায়,2
নির্দেশানুযায়ী,2
খুযায়ীকে,2
সম্মানীয়।,2
"চেয়ে,",2
সস্তায়,2
দু’নয়ন,2
শাফায়াতের,2
রায়?,2
সাইয়্যিআহা-,2
(প্রস্রাব-পায়খানা),2
"এক-তৃতীয়াংশ,",2
রয়েছ?,2
দ্বিতীয়তঃ,2
হৃদয়।,2
"মারইয়াম,",2
অতিথিপরায়ণ,2
‘উকায়ল-এর,2
আনসারীয়া,2
সাজদাহ্‌য়,2
গিয়েছিলাম।এখনো,2
ভাগ-বাঁটোয়ারা,2
আহ্ইয়া-,2
প্রয়োজনাদি,2
বানিয়েছেন।,2
পায়ের),2
সর্বাবস্থায়ই,2
ওয়াহ্দিনী,2
অতিমাত্রায়,2
(‘আয়িশা),2
মুনাওয়ারা,2
উকিয়্যার,2
ওয়া‘দাবদ্ধ,2
(বিদায়),2
জুবায়ের,2
(ইয়াহুদীকে,2
(বয়স),2
‘ফায়’,2
সময়কার।,2
সায়ীদ,2
প্রস্রাব-পায়খানার,2
রয়েছেন।এখনো,2
শিখায়।,2
[মিসওয়ার,2
"চরায়,",2
ওয়াগ্‌সিল্‌হু,2
রাগিয়ে,2
নক্‌শাওয়ালা,2
মুহায়রিয,2
পাড়িয়ে,2
নিংড়িয়ে,2
গায়িকা।,2
ওয়ার্‌হাম্‌হু,2
কিয়দংশে।,2
(তায়িফ,2
সওয়াব।এখনো,2
যন্ত্রনাদায়ক,2
[যায়দ,2
‘ওয়াদিল,2
সময়ও।এখনো,2
(ধোয়া,2
শাখায়,2
কস্তুরীওয়ালা,2
ফারায়েয,2
দীর্ঘস্থায়ী,2
"পেয়েছিল,",2
‘জায়শুল,2
গিয়েছিল।(আধুনিক,2
অসীয়্যাত,2
‘ফাতাওয়া,2
বর্ণিতঃযুবায়র,2
হেদায়েত,2
আয়মানকে,2
"পেয়েছ,",2
“ফিদ্ইয়াহ্,2
মুতাওয়াক্কিল,2
ওয়ালীদ),2
"করেছেন।
ইয়াহ্ইয়া",2
"মুসাইয়্যাব,",2
পাঠিয়েছি।,2
হাইওয়াহ্,2
ভাগিয়ে,2
আকওয়া।,2
শয়নকালে,2
আসলামিয়্যা,2
তাকায়।,2
দেয়াটা,2
রাওয়াদ,2
দিয়েছি)।,2
গলায়),2
(সবচেয়ে,2
অপেক্ষায়ই,2
দুখায়শিন,2
(বানিয়ে,2
আওতায়,2
হাফয়া,2
"বুঝিয়েছেন,",2
লাহ্‌ইয়ান,2
ফায়সালার,2
ঝুলিয়েছি।,2
"শু‘আয়ব,",2
শুমায়ল,2
(ইয়াযীদ),2
হারূরিয়াহ্,2
(কিয়ামাতের),2
বাড়িয়েছেন-,2
গেরুয়া,2
ভয়াবহতা,2
উলাইয়াহ,2
বর্ণিতঃওয়াকী’,2
"ঘটায়।
(ই.ফা.",2
হাঁটুদ্বয়ের,2
(যথাবস্থায়),2
উমাইয়ার,2
উমাইয়াকে,2
"খাওয়া,",2
'আয়েশা,2
ভূয়সী,2
‘হাওয়াযিন,2
বর্ণিতঃমাক্কায়,2
“যাবতীয়,2
স্থুলকায়,2
তনয়!,2
তলায়।,2
সৎকর্মপরায়ণা,2
প্রশান্তিদায়ক,2
চিবায়।,2
ওয়া‘আ-ফিনী,2
ধোঁয়ার,2
তুলনায়ও,2
ত্বিওয়ায়,2
প্রচন্ডতায়,2
মাইয়্যিত,2
বুঝিয়েছিলেন।,2
মিশিয়ে),2
হইয়ে,2
মদ্যপায়ীদের,2
হুওয়াইয়াসা,2
কামরায়,2
সহযোগিতায়,2
ওয়াসীলাহ্‌য়,2
নিয়্যতে,2
জায়নামায,2
দেখিয়েছি,2
"প্রায়,",2
‘মুকাইয়্যার’,2
বিয়েও,2
ঊকীয়্যাহ্‌,2
ঘুমায়।,2
দুনিয়াটা,2
হুনায়ী,2
"ঝুলিয়েছে,",2
শায়ত্বনরা,2
"হাওয়াযিন,",2
খাওয়াকে,2
ক্বায়সকে,2
‘উরওয়াহ্‌!,2
সত্যাশ্রয়ী,2
উসাইয়িদী,2
ঝরণায়,2
ইয়ারফা’,2
হওয়া;,2
সুফয়ান,2
বর্ণিতঃইয়াহূদীগণ,2
সায়িব!,2
"জানায়,",2
(দিয়াত,2
(উভয়ের,2
শরীয়তের,2
(আয়াতটি),2
উঠায়।,2
জাতীয়।,2
তাইয়ী,2
‘হায়!,2
"হয়েছে।
ইবনু",2
দিহয়াহ্,2
উঠিয়েছেন,2
বাজিয়ে,2
চলায়,2
ইয়ানফা‘উ,2
কিয়দংশে),2
মুয়ায্‌যিনের,2
‘উওয়াইস’,2
দুধওয়ালা,2
সওয়ারিতে,2
তায়ীফ,2
‘ক্বিয়ামাত,2
মুযায়নাহ্,2
লুওয়াইকে,2
দাওয়াতে,2
বসিয়েছে?,2
কয়েকজনসহ,2
আশায়’,2
যুররিয়্যাতিহি,2
আদায়ে),2
মক্কাহ্‌য়,2
তোয়াক্কা,2
সুকয়া,2
[আয়েশা,2
প্রয়াসও,2
হুসায়ব,2
(দুনিয়াতে),2
পাতায়,2
নাজিয়াহ্,2
"চেয়েছিলেন,",2
প্রিয়জন।,2
মুঠোয়।,2
"অবস্থায়,",2
হয়েছিল’।,2
ফুদায়ক,2
হয়েছে-“,2
দয়াবশত,2
(ক্ষুধায়,2
হয়নি),2
সমন্বয়,2
সঙ্কটময়,2
খুবায়বকে,2
"আত্মীয়,",2
মালায়িকারাও,2
বাড়ায়,2
নিকটাত্মীয়কে,2
বর্ণিতঃউরওয়াহ,2
মু‘আবিয়ায়,2
নিয়ম-কানুন,2
উদয়স্থল,2
"পৌঁছিয়েছেন,",2
[সফিয়্যাহ,2
সুফিয়ানও,2
মালায়িকাহ্‌ও,2
সুহায়ল(রহঃ),2
ইয়াওমুন্নাহারের,2
পরায়।,2
ইয়াওমূল,2
‘ওয়াইলাকা’,2
ভূমিকায়,2
ও’য়াদাবদ্ধ,2
কা‘বায়ে,2
প্রয়োজনই,2
সম্বন্ধীয়,2
সরিয়ে),2
(গোপনীয়,2
বর্ণিতঃ‘আরওয়া’,2
নুফায়র,2
ফিদ্দুন্ইয়া-,2
প্রিয়পাত্র।,2
রুবাইয়ি’,2
ত্বওয়াফুল,2
মুন্‌ইয়া,2
"নিয়ম,",2
"শুয়েছিলেন,",2
দুন্ইয়ার,2
উকিয়্যাহ্‌,2
ডগায়,2
"মুসাইয়্যিব,",2
বয়োঃবৃদ্ধ,2
চেয়ে।,2
ই‘য়াকূব,2
দেয়েছেন।,2
কুলায়ব,2
আ’ত্বয়তা,2
কুরায়শী,2
রাবী‘য়াহ,2
দয়ার্দ্র।,2
সম্প্রদায়।এখনো,2
আটকিয়েছেন,2
দুগ্ধদায়িনী,2
বুঝায়।,2
লুত্বিয়্যাহ্,2
“উভয়,2
নিয়ন্তা,2
(দণ্ডায়মান,2
সেবাপরায়ণ।,2
হারিয়েছ?,2
যী-তুয়া,2
রিওয়াতে,2
আক্‌ওয়া‘,2
সুরায়জ,2
"সওয়ারীতে,",2
অঙ্গুলিদ্বয়,2
‘কাসওয়া,2
‘‘আয়িশা,2
ধুঁয়ায়,2
নিকটাত্মীয়ও,2
"নয়।
বর্ণনাকারী",2
শয়তানরা,2
"নাসায়ী,",2
শয়তানী,2
আরীহায়,2
বুরায়দাহ্‌,2
উওয়ায়স,2
"রাবি’য়াহ,",2
উরওইয়াহ,2
[মু‘আবিয়াহ,2
পেয়ালাটা,2
অনায়াসে,2
দুরায়দ,2
পশ্চাদ-বায়ু,2
শু’আয়বের,2
ডিঙ্গিয়ে,2
(শায়িত,2
হুদায়বিয়াতে,2
বেরিয়েছিলেন।,2
ছোঁয়া,2
(দা’ওয়াতে,2
মাসায়িল,2
বাঞ্ছনীয়,2
(ইয়ামনী,2
‘উকায়লের,2
যুবায়র।,2
সায়েব,2
নেয়াই,2
উথলিয়ে,2
হাফ্‌য়া,2
‘উবায়দুল্লাহর,2
হুদাইবিয়াহ্য়,2
যমানায়,2
(উভয়ই,2
"করবে।
‘আয়িশা",2
নু'আয়ম,2
লিখিয়েছেন।,2
(বায়’আতে,2
সুফ্‌ইয়ান),2
নয়?”,2
‘আরায়াকৃত,2
কায়লুলাহ,2
সম্প্রদায়ই,2
বর্ণিতঃহুনায়নের,2
প্রজ্ঞাময়”-(সূরাহ,2
নিশ্চয়তা,2
আয্‌হায়,2
ব্যবস্থাপনায়,2
কিয়াসকে,2
আহ্‌ওয়াস-এর,2
রটিয়েছে।,2
গিয়েছেন;,2
মাহইয়ায়া,2
রয়েছেন?,2
আয্ওয়াজিহি,2
হাওয়াযেনের,2
দিয়েছিলে?,2
জুব্বায়,2
হওয়াকেই,2
ওয়ারদান,2
দিয়েছি-,2
(উমাইয়াহ্‌,2
লাব্বায়কা!,2
আস্ওয়াদ,2
বয়োকনিষ্ঠ,2
কুরায়বকে,2
[সাফিয়্যাহ,2
আয়াতে),2
ওয়াকিনা-,2
মুণ্ডিয়ে,2
‘গোত্রীয়,2
(ক্রয়-বিক্রয়,2
দু'-তৃতীয়াংশ,2
যায়তুনে,2
দুর্দশায়,2
জয়নব,2
ইয়ালামলামকে,2
নদী-নালায়,2
পাঁচড়ায়,2
দিয়েছিলেন-,2
ওয়াফিল,2
সময়”,2
(নিশ্চয়ই,2
হায়সাম,2
