bn_words_of_interest,frequency_count
মুযদালিফায়),2
ওয়াক্বিআহ,2
‘রায়িনা’,2
বায়ুরাশির,2
নেওয়ায়,2
ফুরিয়ে,2
ফরিয়াদে,2
সমবয়স্কা।,2
রয়েছে।[2][1],2
সালওয়ার,2
তৎসমূদয়,2
খাওয়াতেন,2
কয়েদখানার,2
সাদাকা-খয়রাতের,2
শয়ত্বানী,2
তোমায়,2
দুইয়ের,2
পাথেয়-সামগ্রী,2
"দেখিয়েছিলেন,",2
যায়।(2),2
সময়কালে,2
নিয়ে।-তাফসীরে,2
সম্প্রদায়।’[1],2
মান-নির্ণায়ক,2
ঘটনায়ও,2
অর্জনীয়,2
আত্মীয়ও,2
বানায়নি।,2
আয়েশের,2
আয়ত্তাধীনে,2
কয়টি,2
পেয়েছে?,2
তৃতীয়টিতে,2
বিদায়ের,2
উমাইয়্যাহ,2
মাদয়্যানকে,2
সন্দেহ-সংশয়ের,2
প্রণয়ন,2
বিলাসিতায়,2
"চেয়েছ,",2
জায়গায়।,2
"দেয়,-তাফসীরে",2
দয়াবান;,2
ওয়াকেফহাল।,2
দুর্ঘটনায়,2
সুনিয়ন্ত্রিত,2
আরাম-আয়েশে,2
দয়ামাখা,2
পৌঁছিয়েছিলাম,2
জায়েযের,2
"গিয়েছিলে,",2
"পৌঁছিয়েছি,",2
দেওয়া।[2],2
ময়দানেও,2
"অনিচ্ছায়,",2
ময়লা,2
অবস্থায়’।,2
শুআরায়,2
"গর্ভাশয়,",2
হিলিয়ে,2
প্রশংসনীয়।তাফসীরে,2
"প্রতিক্রিয়া,",2
(ক্রিয়া),2
নিয়োজিত),2
প্রত্যয়নকারী,2
সুগরা’য়,2
খেয়েছে।,2
দাঁড়ায়।তাফসীরে,2
মদ্যপায়ীদের,2
গেয়ে,2
দায়িত্ব?,2
নির্বুদ্ধিতায়,2
হয়েছ’?,2
আকাশ-ছোঁয়া,2
বয়সে;,2
‘‘হায়,2
হুদায়বিয়ায়,2
"ঘটিয়েছিলাম,",2
হয়েছে।(২),2
লূত-সম্প্রদায়ের,2
ধাক্কায়,2
গাওয়া,2
পায়নি;,2
আরামদায়কও,2
"রয়েছে),",2
বানিয়েছিলেন,2
মাদয়্যানবাসীদেরকে,2
"উপায়,",2
শরীয়তেও,2
ইয়াহুদীদেরও,2
হয়েছি[1],2
শ্রেয়।তাফসীরে,2
"পাঠিয়েছিল,",2
"যাতনাদায়ক,",2
(ন্যায়-নীতি);,2
বেড়ায়।[3],2
গায়ের,2
ইবাদতদ্বয়ের,2
হিকমাতওয়ালা।,2
এখতিয়ারকে,2
সঙ্কটময়,2
দিয়েছে।[2],2
হাওয়া।,2
ঘটিয়েছিলাম;,2
নেয়।’’,2
(ফিরিয়ে),2
দেখিয়েছিলাম;,2
যাওয়াই,2
বিজয়ই,2
গিয়েছে’,2
রয়েছেন;,2
"ভয়-ভীতি,",2
মায়ের),2
জিতেন্দ্রিয়,2
ইয়া‘ঊক,2
কৃশকায়,2
আউলিয়া,2
"নয়,-তাফসীরে",2
কর্মবিধায়করূপে,2
দিয়েছেন!,2
(দয়া),2
হৃদয়ে),2
‘ইল্লিয়্যীন’,2
ডুবিয়ে।,2
দাঁড়ি-পাল্লায়,2
(সেবায়,2
পাকিয়েছ,2
"ইয়াসির,",2
দান-খয়রাতে,2
মেহমান-নেওয়ায,2
সহায়;,2
সঠিকতায়,2
গৌরবময়।,2
পায়ুপথ,2
‘ইস্তিফহামিয়া’,2
"বায়ুর,",2
তনয়া,2
(বিয়োজন),2
(বায়ু),2
"হয়েছিল),",2
(কিয়ামত)কে,2
ব্যাখ্যানুযায়ী,2
ঘটিয়েছিল।,2
দীর্ঘায়িত,2
ধোঁয়ায়,2
যবাইয়ে,2
(শয়ত্বান),2
চিনিয়ে,2
(রজয়ী),2
তায়াম্মুমের,2
পায়ুমৈথুন,2
সময়’,2
সভয়ে,2
ন্যায়পূর্ণ,2
দয়া-মায়া,2
নুয়ে,2
"পৌঁছিয়েছে,",2
ভাগ্যনির্ণায়ক,2
মৃত্যু-ভয়ে,2
নেয়ামতসমূহ,2
ব্যয়কারীও,2
নিয়েছেন’।,2
"ওয়াইলা,",2
(ইয়াহুদীরা),2
বিস্ময়করভাবে,2
দাওয়াত-তবলীগে,2
নবূওয়াতের,2
ফায়*,2
নিয়েছি;,2
দিয়েছেন[3],2
দেয়’।,2
আয়ত্তে।,2
বিষয়াদির,2
নয়ন-প্রীতিকর,2
পিতৃ-পরিচয়ে,2
সহৃদয়,2
আল-য়্যাসা’,2
কাওয়ালী,2
‘উভয়ের,2
সত্যায়নের,2
দিয়েছেন[2],2
হুঁশিয়ারী,2
অধ্যায়)[5],2
আয়াতের),2
নয়।[1][1],2
"হয়ই,",2
ত্বুয়া,2
আনন্দদায়ক।,2
পাঠিয়েছেন’?,2
বিনিময়।[1],2
"আনয়নকারী,",2
আয়াত।)তাফসীরে,2
বরকতময়।,2
ক্রিয়ামূল।,2
ফরমায়েশ,2
"বানিয়েছিলাম,",2
কুরায়েশ,2
বয়োবৃদ্ধ,2
ছায়াও,2
জওয়াবী,2
দায়িত্বশীল।,2
ফায়সালাকারী।’,2
শয়তানের।,2
তাওয়াফকারীদের,2
‘ফায়েল’,2
(তাকওয়া,2
ধন-লালসায়,2
ইয়াহুদী-নাসারাদের,2
হয়নি!,2
গিয়েছিলাম?,2
বরকতময়!,2
নিয়মাধীন।,2
বিনয়ী।,2
(জোড়ায়,2
সাওয়াবের,2
আত্মরক্ষায়,2
জ্ঞানায়ত্বে,2
বানিয়েছেন।[3],2
যায়।[2][1],2
ময়দানেই,2
আয়াতে।তাফসীরে,2
উভয়টাই,2
হয়।(প্রকাশ,2
কোমল-হৃদয়,2
দেয়।(৪),2
প্রয়োগের,2
স্থায়ীভাবে।,2
হয়।[6],2
প্রয়োজনেও,2
বিষয়বস্ত্ত,2
নিয়মই,2
শরীয়তসম্মত,2
পাথেয়।,2
বিষয়গুলোর,2
ওয়া‘দা।,2
নয়।’[1],2
ওয়াহীকৃত,2
লাঞ্ছনায়,2
প্রতিজ্ঞায়,2
(সওয়ার,2
দিয়েছেন।-তাফসীরে,2
করায়।,2
ফয়সালাকারী।,2
সময়।[2],2
মনোনয়ন,2
রচয়িতা,2
‘ক্রয়,2
ইল্লিয়ীন,2
চেয়ে।,2
ভূমিক্ষয়,2
দয়াপরবশ,2
পায়।[2],2
"নাসায়ী,",2
প্লেয়ার,2
ভরসায়,2
আয়ত্বে,2
আত্মীয়-স্বজনদেরকে,2
"জড়ায়,",2
অনুযায়ী;,2
‘শয়তান,2
দিয়েছি।’,2
জায়গায়ও,2
(প্রায়শ্চিত্ত),2
নিয়েছো,2
তাইমিয়্যাহ,2
সত্যাশ্রয়ী।,2
শয়ত্বানদেরকে,2
ব্যবস্থায়,2
‘আরয’(দুনিয়া),2
মাছওয়ালা,2
বিধেয়পদ,2
(আয়াতুল,2
(স্বয়ং),2
ঝড়ো-হাওয়া,2
হিংসায়,2
"যায়),",2
যাওয়া),2
উড্ডীয়মান,2
পরিচয়ে;,2
কীলক-ওয়ালা।,2
(প্রয়োজন,2
ঝাপিয়ে,2
ধাঁধাঁয়,2
ওয়ারিশের,2
লুক্কায়িত।,2
প্রয়োজন?,2
যায়।-তাফসীরে,2
ময়দানে),2
"হয়না,",2
(রাযিবয়াল্লাহ,2
কর্ম-বিধায়ক,2
আয়াত।-তাফসীরে,2
চেয়েছ;,2
‘বায়তুল,2
নির্দয়তা,2
শোয়ানোর,2
(ইয়াতীম,2
পায়া,2
নেওয়া।তাফসীরে,2
দুনিয়াবাসীর,2
(ক্রয়-বিক্রয়,2
নিয়ামাত,2
করুণাপরায়ণ।,2
বয়স্কও,2
(ও‘য়াদা,2
নয়শ,2
দিয়েছিলে;,2
মায়েদায়,2
ফিদইয়া,2
নেয়নি।,2
প্রত্যয়ে।,2
হৃদয়স্পর্শী,2
ওয়াকিআহ,2
"অবয়ব,",2
"নিয়ন্ত্রণাধীন,",2
হয়।’[2],2
পর্যায়ভুক্ত;,2
নিয়মমত,2
ছায়াদান,2
দিয়েছেন।[4],2
হাতীওয়ালাদের,2
হওয়াও,2
ব্যক্তিদ্বয়,2
নিন্দায়,2
তাওয়াফ),2
গিয়েছিল।[3],2
ত্বরায়,2
কিবত্বিয়া,2
তুলনায়।,2
ওয়াহেদ,2
‘কিয়ামুল,2
কাফফারায়,2
নাজায়েয।,2
বাই‘য়াত,2
বিষয়।[2],2
নিয়ন্ত্রণাধীন।,2
ওয়ায়েল,2
পেয়েছ?’,2
বিনিময়ে),2
ক্রয়-বিক্রয়ের,2
ন্যায়নীতি,2
বিষয়টিই,2
যায়।)তাফসীরে,2
ঠেকিয়ে,2
নিকটাত্মীয়দেরকে,2
হওয়ারও,2
শ্রদ্ধেয়,2
শিরা-উপশিরায়,2
দায়িত্ব।-তাফসীরে,2
শোভনীয়ই,2
আনুযায়ী,2
ফিদ্ইয়ার,2
কামড়িয়ে,2
(রয়েছে)।,2
শরীয়াত,2
দিয়েও।তাফসীরে,2
হয়।[1][1],2
আদব-কায়দা,2
যুদ্ধ-ময়দানে,2
"হয়েছিল,[2]",2
দায়িতত্ত্বশীল।,2
উভয়ই।,2
ছায়াগুলোও।,2
সমন্বয়,2
(গলায়,2
"জানিয়েছেন,",2
দেয়ালটি,2
অপেক্ষায়;,2
কিয়ামের,2
পৌঁছিয়েছি;,2
বুঝায়;,2
হয়েছে।(3),2
নিয়ামতসমূহ।,2
হয়েছিল।[5],2
নিয়মনীতি,2
জোয়ার-ভাটা,2
মত্ততায়,2
অতুলনীয়।,2
দেয়-,2
বেরংয়ের,2
মরীচিকায়,2
তরঙ্গায়িত,2
অপছন্দনীয়তা,2
বিজয়কে,2
পরোয়াও,2
দেওয়া-নেওয়া,2
আয়াতরূপে,2
বিনিময়ের,2
হিরাক্লিয়াস,2
বেড়ায়ো,2
তনয়ের,2
পিতৃপরিচয়,2
অবস্থায়।’,2
কাবায়ের’,2
"পয়গম্বর,",2
"হয়(১),",2
শয়তানরাও,2
দাঁড়িয়েও,2
"কিশলয়,",2
নেয়[1],2
অন্যায়রূপে,2
‘সায়েবা’,2
ধোওয়া,2
বিন্য়্যামীনকে,2
দিয়েছেন)।,2
ঘটিয়েছে।,2
দয়াই,2
পানীয়র,2
বিচারালয়ে,2
বালুময়,2
ই‘য়াকুব,2
হয়েছি;,2
আম্বিয়া),2
ক্বিয়ামাহ,2
প্রতিযোগিতায়,2
যায়।)[3],2
যুক্তিময়,2
কয়লা,2
আয়নার,2
দিয়েছিলাম।তাফসীরে,2
দয়া-অনুগ্রহ,2
কর্মপরায়ণ;,2
আবহাওয়ার,2
"দয়াবান,",2
হয়ে?,2
(মাছ-ওয়ালা,2
দা‘ওয়াত,2
নিয়মকে,2
গিয়েছিলেন।[2],2
(দাওয়াত,2
ইয়াহুদী-খ্রিষ্টানদের,2
দায়িত্বমুক্ত,2
কালিয়া,2
স্থায়ীও,2
বাক-বিতন্ডায়,2
"ফায়সালা,",2
ন্যায়-সঙ্গত,2
জনসংখ্যায়,2
প্রায়),2
অপছন্দনীয়।তাফসীরে,2
তা’য়ালা,2
(সবচেয়ে,2
ছায়ায়।,2
নয়;[5],2
যাকারিয়াকে,2
হয়েছে[2],2
"রয়েছে,-তাফসীরে",2
হয়েছ।’,2
(উপায়-উপকরণ,2
কেন্দ্রীয়,2
ফায়সালাতে,2
‘মারওয়া’,2
কিয়ামতও,2
ভাড়ায়,2
সংশয়-সন্দেহ,2
"সাবিয়ী,",2
তৃপ্তিদায়ক,2
ক্ষণস্থায়ী।,2
ইয়াহুদীই,2
দু’পায়ের,2
দেখিয়েছিলাম।,2
ফারায়েযের,2
হাঁপিয়ে,2
নিয়মে),2
চেয়েছ।,2
তৃতীয়াংশই,2
নিয়ন্ত্রণের,2
"মেয়েরা,",2
হিদায়াত’,2
(পায়ে,2
ছায়াগুলিও,2
বিদয়ী,2
হয়েছিলেন।[2],2
সহায়-সম্বলহীন,2
অনুযায়ী),2
অপ্রিয়।,2
মতোয়াল্লী,2
প্রদেয়,2
বিষয়-বিতৃষ্ণা,2
সংশয়পূর্ণ,2
কিয়ামতকে।,2
দেশময়,2
তাওয়াফও,2
ফুঁপিয়ে,2
হয়েছে।[2][1],2
অধ্যয়নও,2
নেওয়া;,2
সংকীর্ণতাময়,2
প্রিয়জন,2
হাত-ওয়ালারা;,2
উভয়ভাবে,2
হুয়াই,2
তাক্বওয়ার,2
হওয়ার’।,2
"বিছানায়,",2
নয়’?,2
পেয়েছে;,2
ভয়ঙ্করতা,2
প্রত্যয়ী,2
উলূহিয়্যাতের,2
যিয়ারতকারী,2
তদ্বীয়,2
বোঝায়।,2
পাঠিয়েছেন),2
দুয়েরই,2
বায়ুমন্ডলে,2
নয়?তাফসীরে,2
মসলায়,2
দেওয়াটাই,2
নির্দয়ভাবে,2
আত্মীয়-স্বজনরা,2
"(শয়তান,",2
দোয়া,2
দায়িত্ব।[1][1],2
গিয়েছে?,2
"মায়েরা,",2
"বিষয়াদি,",2
হয়েছে।(১),2
নবুওয়াতকে,2
হুদাইবিয়্যা,2
"পরিয়েছি,",2
দাগিয়ে,2
করুণাময়?,2
প্রলয়ংকর,2
হয়[4],2
পরিবর্তনীয়।,2
বংশীয়গণের,2
জাসিয়াহ,2
কয়েকদিনের,2
তরীকায়,2
ঘুরিয়ে-ফিরিয়ে,2
নিয়েছেন[1],2
আনন্দময়,2
দয়াময়।[1],2
হয়েছিলাম।,2
